Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
5,Cypher,sentinel,Competitive,Haven,Iron 1,0.85,"['11.8', '13.9', '4.5']",50.8,2.6,172,0.1,457
6,Raze,duelist,Competitive,Haven,Iron 1,0.88,"['12.7', '14.5', '4.3']",50.0,8.1,193,0.1,1399
7,Reyna,duelist,Competitive,Haven,Iron 1,0.96,"['14', '14.6', '4.2']",49.9,10.9,204,0.1,1882
8,Jett,duelist,Competitive,Haven,Iron 1,0.88,"['13.1', '14.8', '3.7']",49.7,7.4,190,0.1,1269
9,Brimstone,controller,Competitive,Haven,Iron 1,0.83,"['11.7', '14.1', '5.1']",49.7,3.3,174,0.2,576
10,Astra,controller,Competitive,Haven,Iron 1,0.84,"['11.5', '13.7', '3.9']",49.6,0.7,167,0.2,119
11,Fade,initiator,Competitive,Haven,Iron 1,0.69,"['10.4', '15', '5.4']",49.1,5.9,154,0.1,1020
12,Sage,sentinel,Competitive,Haven,Iron 1,0.72,"['10.3', '14.4', '5.5']",49.0,14.5,152,0.1,2500
13,Sova,initiator,Competitive,Haven,Iron 1,0.78,"['11.4', '14.6', '4.6']",48.8,4.9,169,0.2,840
14,Breach,initiator,Competitive,Haven,Iron 1,0.77,"['11', '14.2', '4.6']",48.6,1.3,163,0.1,222
15,Viper,controller,Competitive,Haven,Iron 1,0.74,"['10.7', '14.4', '4.3']",47.9,4.5,159,0.2,775
16,Phoenix,duelist,Competitive,Haven,Iron 1,0.88,"['12.7', '14.4', '3.9']",47.4,5.7,187,0.1,984
17,Chamber,sentinel,Competitive,Haven,Iron 1,0.84,"['11.9', '14.2', '3.3']",46.0,2.5,177,0.1,426
18,Neon,duelist,Competitive,Haven,Iron 1,0.82,"['12.3', '14.9', '3.7']",45.1,4.9,181,0.1,838
19,Harbor,controller,Competitive,Haven,Iron 1,0.7,"['10.8', '15.3', '4.5']",42.0,1.1,159,0.1,188
20,KAY/O,initiator,Competitive,Haven,Iron 1,0.7,"['10.6', '15.1', '7.1']",41.3,2.8,161,0.1,477
1,Killjoy,sentinel,Competitive,Icebox,Iron 1,0.79,"['11', '14', '4.2']",52.6,4.3,168,0.2,725
2,Breach,initiator,Competitive,Icebox,Iron 1,0.87,"['12.3', '14.1', '4.9']",52.1,1.1,180,0.1,194
3,Yoru,duelist,Competitive,Icebox,Iron 1,0.81,"['11.8', '14.5', '3.8']",51.2,6.3,173,0.1,1072
4,Viper,controller,Competitive,Icebox,Iron 1,0.79,"['11.1', '14.1', '4.4']",51.1,5.3,167,0.1,900
5,Jett,duelist,Competitive,Icebox,Iron 1,0.94,"['13.6', '14.5', '3.7']",50.9,7.0,202,0.1,1194
6,Chamber,sentinel,Competitive,Icebox,Iron 1,0.88,"['12.6', '14.4', '3.3']",50.9,2.3,182,0.1,385
7,Phoenix,duelist,Competitive,Icebox,Iron 1,0.9,"['13', '14.4', '3.8']",50.5,5.6,192,0.1,948
8,Sova,initiator,Competitive,Icebox,Iron 1,0.8,"['11.5', '14.5', '4.3']",50.2,5.6,168,0.1,948
9,Omen,controller,Competitive,Icebox,Iron 1,0.81,"['11.9', '14.8', '4.2']",50.1,5.4,176,0.1,919
10,Sage,sentinel,Competitive,Icebox,Iron 1,0.73,"['10.2', '14.1', '5.4']",49.9,15.0,153,0.1,2552
11,Reyna,duelist,Competitive,Icebox,Iron 1,0.93,"['13.4', '14.4', '4']",49.0,10.7,200,0.1,1826
12,Raze,duelist,Competitive,Icebox,Iron 1,0.83,"['12', '14.5', '4.1']",48.4,8.1,186,0.1,1387
13,KAY/O,initiator,Competitive,Icebox,Iron 1,0.73,"['10.9', '15', '6.7']",47.2,2.9,164,0.1,502
14,Neon,duelist,Competitive,Icebox,Iron 1,0.78,"['11.6', '14.9', '3.7']",47.0,4.8,174,0.1,819
15,Fade,initiator,Competitive,Icebox,Iron 1,0.72,"['10.6', '14.8', '5.5']",46.5,5.9,161,0.1,1011
16,Astra,controller,Competitive,Icebox,Iron 1,0.87,"['10.5', '12.1', '3.4']",46.5,0.6,165,0.2,99
17,Brimstone,controller,Competitive,Icebox,Iron 1,0.73,"['10.6', '14.5', '4.7']",46.4,3.1,160,0.1,521
18,Cypher,sentinel,Competitive,Icebox,Iron 1,0.82,"['11.3', '13.9', '4.4']",45.8,2.2,168,0.1,373
19,Skye,initiator,Competitive,Icebox,Iron 1,0.73,"['10.8', '14.8', '6']",42.7,2.8,159,0.1,473
20,Harbor,controller,Competitive,Icebox,Iron 1,0.77,"['11.8', '15.3', '5.1']",41.1,1.2,176,0.1,197
1,Skye,initiator,Competitive,Fracture,Iron 1,0.72,"['10', '13.9', '6.3']",52.1,3.2,156,0.2,559
2,Cypher,sentinel,Competitive,Fracture,Iron 1,0.79,"['11.1', '14', '4.6']",51.8,2.6,160,0.1,448
3,Sova,initiator,Competitive,Fracture,Iron 1,0.76,"['10.5', '13.9', '4.6']",51.7,4.3,162,0.1,741
4,Sage,sentinel,Competitive,Fracture,Iron 1,0.72,"['10', '14', '5.9']",51.6,14.4,150,0.2,2490
5,Astra,controller,Competitive,Fracture,Iron 1,0.91,"['11.7', '12.9', '4.2']",50.9,0.7,181,0.1,116
6,Killjoy,sentinel,Competitive,Fracture,Iron 1,0.81,"['11', '13.7', '4']",50.0,4.5,170,0.2,772
7,Reyna,duelist,Competitive,Fracture,Iron 1,0.95,"['13.4', '14.2', '4.3']",49.7,11.5,200,0.1,1994
8,Chamber,sentinel,Competitive,Fracture,Iron 1,0.79,"['11.5', '14.5', '3.5']",49.3,2.2,170,0.1,377
9,Fade,initiator,Competitive,Fracture,Iron 1,0.72,"['10.3', '14.3', '5.7']",49.2,6.1,158,0.1,1048
10,Brimstone,controller,Competitive,Fracture,Iron 1,0.84,"['12.1', '14.3', '5.5']",48.6,3.9,181,0.1,666
11,Viper,controller,Competitive,Fracture,Iron 1,0.73,"['10.5', '14.3', '4.7']",48.6,4.5,160,0.1,776
12,Raze,duelist,Competitive,Fracture,Iron 1,0.85,"['12.4', '14.5', '4.7']",48.4,8.0,195,0.1,1377
13,Neon,duelist,Competitive,Fracture,Iron 1,0.81,"['12.3', '15.2', '4.1']",48.2,5.3,185,0.1,915
14,Omen,controller,Competitive,Fracture,Iron 1,0.76,"['11', '14.5', '4.1']",47.6,5.5,164,0.1,945
15,Jett,duelist,Competitive,Fracture,Iron 1,0.84,"['12.2', '14.5', '3.5']",47.0,6.6,182,0.1,1144
16,Yoru,duelist,Competitive,Fracture,Iron 1,0.8,"['11.5', '14.4', '4']",46.6,5.9,172,0.1,1023
17,Breach,initiator,Competitive,Fracture,Iron 1,0.77,"['10.9', '14.2', '4.7']",46.4,1.6,165,0.1,280
18,Phoenix,duelist,Competitive,Fracture,Iron 1,0.9,"['12.9', '14.3', '4.1']",46.1,5.3,189,0.1,924
19,Harbor,controller,Competitive,Fracture,Iron 1,0.79,"['11.2', '14.3', '4.3']",45.9,1.2,171,0.1,209
20,KAY/O,initiator,Competitive,Fracture,Iron 1,0.73,"['10.7', '14.6', '7.3']",44.7,2.8,164,0.1,490
1,Killjoy,sentinel,Competitive,Pearl,Iron 1,0.83,"['11', '13.3', '4.2']",53.1,4.7,171,0.2,811
2,Harbor,controller,Competitive,Pearl,Iron 1,0.79,"['11', '14', '4.7']",52.2,1.2,169,0.1,209
3,KAY/O,initiator,Competitive,Pearl,Iron 1,0.68,"['10', '14.6', '7.2']",51.8,2.7,153,0.2,473
4,Brimstone,controller,Competitive,Pearl,Iron 1,0.84,"['11.8', '14.1', '5.2']",51.6,3.1,178,0.1,537
5,Reyna,duelist,Competitive,Pearl,Iron 1,0.98,"['14', '14.4', '4.5']",51.3,11.4,206,0.1,1982
6,Cypher,sentinel,Competitive,Pearl,Iron 1,0.81,"['11.2', '13.8', '5.1']",51.3,2.7,161,0.2,468
7,Omen,controller,Competitive,Pearl,Iron 1,0.78,"['11.4', '14.6', '4.3']",51.1,5.6,168,0.1,984
8,Sova,initiator,Competitive,Pearl,Iron 1,0.77,"['11.1', '14.5', '4.6']",50.9,4.6,164,0.1,807
9,Skye,initiator,Competitive,Pearl,Iron 1,0.81,"['11', '13.7', '6.4']",50.5,2.9,169,0.1,499
10,Viper,controller,Competitive,Pearl,Iron 1,0.75,"['10.7', '14.2', '4.8']",49.4,4.7,161,0.2,818
11,Neon,duelist,Competitive,Pearl,Iron 1,0.79,"['11.6', '14.8', '3.7']",48.7,5.4,175,0.1,945
12,Sage,sentinel,Competitive,Pearl,Iron 1,0.72,"['10.2', '14.1', '5.7']",48.5,14.3,151,0.1,2499
13,Chamber,sentinel,Competitive,Pearl,Iron 1,0.89,"['12.6', '14.1', '3.3']",48.4,2.6,181,0.1,457
14,Fade,initiator,Competitive,Pearl,Iron 1,0.7,"['10.4', '14.9', '5.8']",48.3,6.3,157,0.1,1106
15,Phoenix,duelist,Competitive,Pearl,Iron 1,0.86,"['12.3', '14.3', '4.2']",48.2,5.5,184,0.1,954
16,Raze,duelist,Competitive,Pearl,Iron 1,0.85,"['12.4', '14.7', '4.7']",47.4,7.5,190,0.1,1308
17,Jett,duelist,Competitive,Pearl,Iron 1,0.86,"['12.4', '14.4', '3.7']",47.0,6.9,185,0.1,1202
18,Yoru,duelist,Competitive,Pearl,Iron 1,0.81,"['11.9', '14.7', '3.9']",44.1,5.6,173,0.1,970
19,Breach,initiator,Competitive,Pearl,Iron 1,0.79,"['10.9', '13.7', '4.5']",40.5,1.3,174,0.1,227
20,Astra,controller,Competitive,Pearl,Iron 1,0.86,"['11.5', '13.3', '4']",39.0,0.9,172,0.2,164
1,Astra,controller,Competitive,Lotus,Iron 1,0.8,"['9.8', '12.3', '3.8']",53.5,0.7,152,0.2,129
2,Killjoy,sentinel,Competitive,Lotus,Iron 1,0.88,"['12', '13.6', '4.1']",52.9,4.5,178,0.2,792
3,Sage,sentinel,Competitive,Lotus,Iron 1,0.73,"['10.3', '14.2', '5.9']",52.0,14.2,153,0.1,2523
4,Phoenix,duelist,Competitive,Lotus,Iron 1,0.91,"['13', '14.3', '4.5']",51.9,5.7,193,0.1,1012
5,Viper,controller,Competitive,Lotus,Iron 1,0.78,"['11', '14.2', '4.7']",51.5,4.0,166,0.2,715
6,Chamber,sentinel,Competitive,Lotus,Iron 1,0.85,"['12.2', '14.3', '3.7']",51.4,2.1,178,0.1,366
7,KAY/O,initiator,Competitive,Lotus,Iron 1,0.8,"['11.5', '14.4', '7.8']",50.8,3.1,174,0.1,549
8,Reyna,duelist,Competitive,Lotus,Iron 1,0.96,"['13.9', '14.4', '4.4']",50.6,11.0,205,0.1,1957
9,Fade,initiator,Competitive,Lotus,Iron 1,0.74,"['10.6', '14.4', '6.2']",50.2,5.8,162,0.1,1029
10,Jett,duelist,Competitive,Lotus,Iron 1,0.86,"['12.6', '14.6', '3.9']",49.9,6.6,188,0.1,1164
11,Yoru,duelist,Competitive,Lotus,Iron 1,0.81,"['11.8', '14.6', '4.1']",49.1,6.1,173,0.1,1078
12,Skye,initiator,Competitive,Lotus,Iron 1,0.72,"['10.5', '14.5', '6.4']",48.6,3.4,158,0.1,595
13,Sova,initiator,Competitive,Lotus,Iron 1,0.76,"['11.1', '14.5', '4.9']",48.4,5.1,166,0.1,905
14,Omen,controller,Competitive,Lotus,Iron 1,0.82,"['12', '14.7', '4.6']",47.8,5.6,176,0.1,991
15,Neon,duelist,Competitive,Lotus,Iron 1,0.8,"['12.2', '15.1', '4.1']",47.5,5.3,182,0.1,935
16,Brimstone,controller,Competitive,Lotus,Iron 1,0.82,"['11.9', '14.5', '5.9']",47.5,3.3,177,0.1,592
17,Cypher,sentinel,Competitive,Lotus,Iron 1,0.81,"['11.3', '13.9', '4.5']",47.0,2.5,164,0.2,436
18,Raze,duelist,Competitive,Lotus,Iron 1,0.89,"['13.1', '14.9', '5']",46.5,8.1,202,0.1,1430
19,Breach,initiator,Competitive,Lotus,Iron 1,0.82,"['12', '14.6', '5.2']",44.8,1.7,182,0.1,299
20,Harbor,controller,Competitive,Lotus,Iron 1,0.76,"['10.9', '14.4', '5']",43.0,1.3,161,0.2,237
1,Killjoy,sentinel,Competitive,All,Iron 2,0.87,"['12', '13.8', '4.3']",52.4,5.2,180,0.2,23537
2,Skye,initiator,Competitive,All,Iron 2,0.81,"['11.7', '14.5', '7.1']",50.7,3.3,173,0.1,14884
3,Sage,sentinel,Competitive,All,Iron 2,0.77,"['11', '14.2', '6.2']",50.6,14.5,163,0.1,65696
4,Cypher,sentinel,Competitive,All,Iron 2,0.87,"['12.2', '14', '4.8']",50.0,2.8,176,0.2,12711
5,Astra,controller,Competitive,All,Iron 2,0.91,"['12.9', '14.3', '4.5']",49.8,0.6,186,0.1,2918
6,Raze,duelist,Competitive,All,Iron 2,0.91,"['13.6', '14.9', '4.9']",49.8,8.0,207,0.1,36339
7,Brimstone,controller,Competitive,All,Iron 2,0.85,"['12.4', '14.5', '5.9']",49.8,3.6,183,0.1,16344
8,Reyna,duelist,Competitive,All,Iron 2,1.0,"['14.8', '14.8', '4.5']",49.7,11.3,216,0.1,51078
9,Breach,initiator,Competitive,All,Iron 2,0.85,"['12.6', '14.9', '5.4']",49.6,1.5,185,0.1,6705
10,Fade,initiator,Competitive,All,Iron 2,0.78,"['11.4', '14.7', '5.9']",49.2,5.5,170,0.1,25049
11,Viper,controller,Competitive,All,Iron 2,0.82,"['11.8', '14.4', '4.8']",49.1,4.5,175,0.1,20186
12,Omen,controller,Competitive,All,Iron 2,0.87,"['12.8', '14.8', '4.8']",48.8,6.0,186,0.1,27365
13,Chamber,sentinel,Competitive,All,Iron 2,0.9,"['13', '14.4', '3.5']",48.8,2.5,187,0.1,11360
14,Phoenix,duelist,Competitive,All,Iron 2,0.92,"['13.4', '14.6', '4.4']",48.6,5.1,199,0.1,23057
15,Sova,initiator,Competitive,All,Iron 2,0.81,"['11.7', '14.5', '4.9']",48.4,4.9,175,0.1,22363
16,Neon,duelist,Competitive,All,Iron 2,0.85,"['13.1', '15.3', '4.1']",48.1,4.6,192,0.1,20709
17,Jett,duelist,Competitive,All,Iron 2,0.9,"['13.5', '15', '3.9']",48.0,6.2,199,0.1,28185
18,Yoru,duelist,Competitive,All,Iron 2,0.86,"['12.8', '14.9', '4.1']",46.7,5.3,186,0.1,23974
19,KAY/O,initiator,Competitive,All,Iron 2,0.78,"['11.6', '14.9', '7.5']",46.5,3.3,176,0.1,15036
20,Harbor,controller,Competitive,All,Iron 2,0.77,"['11.5', '14.9', '5.1']",45.9,1.1,169,0.1,5016
1,Skye,initiator,Competitive,Split,Iron 2,0.83,"['12', '14.4', '7.3']",53.0,3.4,175,0.1,2188
2,Killjoy,sentinel,Competitive,Split,Iron 2,0.88,"['12.2', '13.9', '4.3']",52.5,5.3,181,0.2,3418
3,Raze,duelist,Competitive,Split,Iron 2,0.93,"['13.9', '15', '5.1']",51.9,8.4,211,0.1,5431
4,Sage,sentinel,Competitive,Split,Iron 2,0.77,"['11', '14.2', '6.4']",51.3,14.7,163,0.1,9554
5,Brimstone,controller,Competitive,Split,Iron 2,0.85,"['12.6', '14.8', '6']",51.3,3.8,187,0.1,2479
6,Fade,initiator,Competitive,Split,Iron 2,0.79,"['11.5', '14.5', '5.7']",50.9,5.4,171,0.1,3511
7,Cypher,sentinel,Competitive,Split,Iron 2,0.87,"['12.1', '14', '4.8']",50.6,3.0,176,0.2,1937
8,Chamber,sentinel,Competitive,Split,Iron 2,0.89,"['12.9', '14.6', '3.5']",49.5,2.2,185,0.1,1399
9,Breach,initiator,Competitive,Split,Iron 2,0.84,"['12.5', '15', '5.2']",49.5,1.5,182,0.1,958
10,Reyna,duelist,Competitive,Split,Iron 2,1.0,"['14.8', '14.9', '4.5']",49.4,11.5,217,0.1,7499
11,Omen,controller,Competitive,Split,Iron 2,0.87,"['12.9', '14.9', '4.9']",49.4,6.3,188,0.1,4091
12,Neon,duelist,Competitive,Split,Iron 2,0.85,"['13.1', '15.3', '4']",49.4,4.4,191,0.1,2879
13,Astra,controller,Competitive,Split,Iron 2,0.91,"['13.3', '14.6', '4.7']",48.9,0.7,189,0.1,438
14,Phoenix,duelist,Competitive,Split,Iron 2,0.91,"['13.4', '14.7', '4.4']",48.8,5.1,198,0.1,3332
15,Viper,controller,Competitive,Split,Iron 2,0.83,"['11.9', '14.4', '4.7']",47.8,4.4,177,0.1,2836
16,Jett,duelist,Competitive,Split,Iron 2,0.89,"['13.4', '15.1', '3.9']",47.4,5.9,196,0.1,3834
17,Sova,initiator,Competitive,Split,Iron 2,0.82,"['11.9', '14.6', '4.7']",47.2,4.5,177,0.1,2916
18,KAY/O,initiator,Competitive,Split,Iron 2,0.76,"['11.5', '15', '7.4']",45.4,3.3,172,0.1,2158
19,Harbor,controller,Competitive,Split,Iron 2,0.76,"['11.4', '15.1', '4.8']",45.3,1.0,167,0.1,669
20,Yoru,duelist,Competitive,Split,Iron 2,0.85,"['12.8', '15.1', '4']",45.1,5.3,185,0.1,3434
1,Killjoy,sentinel,Competitive,Ascent,Iron 2,0.9,"['12.4', '13.7', '4.6']",52.8,5.8,184,0.2,3761
2,Raze,duelist,Competitive,Ascent,Iron 2,0.92,"['13.7', '14.9', '5.2']",51.1,8.2,210,0.1,5322
3,Brimstone,controller,Competitive,Ascent,Iron 2,0.86,"['12.3', '14.4', '6.3']",51.0,3.6,185,0.1,2339
4,Viper,controller,Competitive,Ascent,Iron 2,0.82,"['11.8', '14.3', '4.9']",50.1,4.2,175,0.1,2737
5,Sage,sentinel,Competitive,Ascent,Iron 2,0.78,"['11.1', '14.2', '6.4']",49.6,14.5,162,0.2,9372
6,Omen,controller,Competitive,Ascent,Iron 2,0.87,"['12.8', '14.7', '5.2']",49.6,6.2,186,0.1,3996
7,Chamber,sentinel,Competitive,Ascent,Iron 2,0.91,"['13.3', '14.5', '3.5']",49.6,2.3,189,0.1,1497
8,Skye,initiator,Competitive,Ascent,Iron 2,0.78,"['11.4', '14.6', '7.5']",48.9,3.2,169,0.1,2072
9,Phoenix,duelist,Competitive,Ascent,Iron 2,0.9,"['13.4', '14.9', '4.6']",48.8,5.1,198,0.1,3279
10,Reyna,duelist,Competitive,Ascent,Iron 2,0.98,"['14.6', '15', '4.6']",48.8,11.1,214,0.1,7145
11,Sova,initiator,Competitive,Ascent,Iron 2,0.82,"['11.8', '14.3', '5.1']",48.5,5.5,176,0.1,3575
12,Fade,initiator,Competitive,Ascent,Iron 2,0.76,"['11.1', '14.6', '5.9']",48.3,5.4,165,0.1,3456
13,Astra,controller,Competitive,Ascent,Iron 2,0.89,"['12.6', '14.2', '4.8']",47.8,0.7,184,0.1,425
14,Yoru,duelist,Competitive,Ascent,Iron 2,0.85,"['12.6', '14.8', '4']",47.7,5.2,184,0.1,3346
15,Cypher,sentinel,Competitive,Ascent,Iron 2,0.87,"['12.2', '14.1', '5.1']",47.7,2.7,177,0.2,1769
16,Jett,duelist,Competitive,Ascent,Iron 2,0.88,"['13.3', '15.2', '3.9']",47.3,6.2,196,0.1,4028
17,Neon,duelist,Competitive,Ascent,Iron 2,0.83,"['12.8', '15.4', '4.1']",46.8,4.4,189,0.1,2817
18,Harbor,controller,Competitive,Ascent,Iron 2,0.77,"['11.3', '14.7', '5.1']",45.8,1.0,170,0.1,655
19,KAY/O,initiator,Competitive,Ascent,Iron 2,0.78,"['11.5', '14.7', '7.2']",45.7,3.2,176,0.1,2045
20,Breach,initiator,Competitive,Ascent,Iron 2,0.81,"['12.5', '15.4', '5.5']",44.2,1.4,182,0.1,877
1,Astra,controller,Competitive,Haven,Iron 2,0.94,"['13', '13.9', '4.3']",54.2,0.7,188,0.1,443
2,Skye,initiator,Competitive,Haven,Iron 2,0.78,"['11.4', '14.6', '7']",52.3,3.2,169,0.1,2071
3,Killjoy,sentinel,Competitive,Haven,Iron 2,0.85,"['11.9', '14', '4.2']",51.7,5.2,177,0.2,3361
4,Sage,sentinel,Competitive,Haven,Iron 2,0.79,"['11.2', '14.3', '6']",51.5,14.7,164,0.1,9529
5,Breach,initiator,Competitive,Haven,Iron 2,0.88,"['12.8', '14.6', '5.3']",51.1,1.4,191,0.1,883
6,Reyna,duelist,Competitive,Haven,Iron 2,0.99,"['14.7', '14.9', '4.5']",50.0,11.2,216,0.1,7303
7,Viper,controller,Competitive,Haven,Iron 2,0.83,"['12.1', '14.6', '4.7']",49.7,3.9,176,0.1,2507
8,KAY/O,initiator,Competitive,Haven,Iron 2,0.8,"['12', '15', '7.5']",49.5,3.2,179,0.1,2107
9,Omen,controller,Competitive,Haven,Iron 2,0.88,"['12.9', '14.7', '4.7']",49.4,6.7,186,0.1,4331
10,Fade,initiator,Competitive,Haven,Iron 2,0.78,"['11.6', '14.8', '5.8']",49.4,5.5,172,0.1,3552
11,Cypher,sentinel,Competitive,Haven,Iron 2,0.87,"['12.3', '14.2', '4.7']",49.1,2.9,177,0.2,1906
12,Brimstone,controller,Competitive,Haven,Iron 2,0.86,"['12.4', '14.5', '5.7']",48.4,3.7,182,0.1,2390
13,Raze,duelist,Competitive,Haven,Iron 2,0.91,"['13.6', '15', '4.6']",48.0,7.8,204,0.1,5092
14,Neon,duelist,Competitive,Haven,Iron 2,0.87,"['13.2', '15.2', '4']",48.0,4.7,193,0.1,3052
15,Chamber,sentinel,Competitive,Haven,Iron 2,0.93,"['13.3', '14.3', '3.3']",47.9,2.7,191,0.1,1773
16,Sova,initiator,Competitive,Haven,Iron 2,0.79,"['11.6', '14.6', '4.8']",47.9,5.0,172,0.1,3256
17,Phoenix,duelist,Competitive,Haven,Iron 2,0.91,"['13.3', '14.7', '4.1']",47.3,5.0,197,0.1,3241
18,Jett,duelist,Competitive,Haven,Iron 2,0.91,"['13.8', '15.1', '3.7']",46.7,6.2,203,0.1,4039
19,Yoru,duelist,Competitive,Haven,Iron 2,0.88,"['13.2', '15.1', '4']",46.3,5.3,189,0.1,3453
20,Harbor,controller,Competitive,Haven,Iron 2,0.76,"['11.1', '14.7', '5']",44.4,1.0,165,0.1,671
1,Killjoy,sentinel,Competitive,Icebox,Iron 2,0.85,"['11.7', '13.7', '4.2']",52.5,4.9,178,0.2,3167
2,Cypher,sentinel,Competitive,Icebox,Iron 2,0.89,"['12.3', '13.8', '4.6']",51.4,2.5,177,0.2,1588
3,Breach,initiator,Competitive,Icebox,Iron 2,0.84,"['12.6', '15', '5']",51.0,1.2,182,0.1,761
4,Sova,initiator,Competitive,Icebox,Iron 2,0.8,"['11.7', '14.6', '4.7']",50.3,5.8,173,0.1,3768
5,Sage,sentinel,Competitive,Icebox,Iron 2,0.75,"['10.8', '14.3', '5.8']",50.1,14.9,160,0.1,9592
6,Neon,duelist,Competitive,Icebox,Iron 2,0.85,"['13', '15.2', '3.9']",49.9,4.4,191,0.1,2866
7,Reyna,duelist,Competitive,Icebox,Iron 2,1.0,"['14.8', '14.7', '4.3']",49.8,11.3,217,0.1,7278
8,Viper,controller,Competitive,Icebox,Iron 2,0.81,"['11.8', '14.4', '4.6']",49.8,5.5,174,0.1,3560
9,Chamber,sentinel,Competitive,Icebox,Iron 2,0.92,"['13.1', '14.2', '3.3']",49.8,2.7,188,0.1,1717
10,Phoenix,duelist,Competitive,Icebox,Iron 2,0.92,"['13.4', '14.6', '4.1']",49.8,4.8,197,0.1,3099
11,Raze,duelist,Competitive,Icebox,Iron 2,0.9,"['13.3', '14.8', '4.5']",49.0,7.7,201,0.1,4976
12,Jett,duelist,Competitive,Icebox,Iron 2,0.89,"['13.3', '15', '3.7']",48.8,6.9,199,0.1,4463
13,Brimstone,controller,Competitive,Icebox,Iron 2,0.82,"['11.9', '14.6', '5.1']",48.7,3.0,178,0.1,1911
14,Fade,initiator,Competitive,Icebox,Iron 2,0.76,"['11.3', '14.8', '5.7']",48.5,5.2,169,0.1,3364
15,Astra,controller,Competitive,Icebox,Iron 2,0.86,"['12.7', '14.7', '4.1']",48.3,0.5,179,0.2,319
16,Skye,initiator,Competitive,Icebox,Iron 2,0.82,"['11.9', '14.6', '6.4']",47.8,2.9,175,0.1,1900
17,Omen,controller,Competitive,Icebox,Iron 2,0.86,"['12.8', '14.9', '4.3']",47.3,6.0,187,0.1,3889
18,KAY/O,initiator,Competitive,Icebox,Iron 2,0.79,"['11.7', '14.8', '7.4']",46.5,3.5,178,0.1,2228
19,Yoru,duelist,Competitive,Icebox,Iron 2,0.85,"['12.6', '14.9', '3.9']",45.9,5.4,184,0.1,3476
20,Harbor,controller,Competitive,Icebox,Iron 2,0.78,"['11.4', '14.5', '4.8']",45.2,1.0,169,0.1,626
1,Killjoy,sentinel,Competitive,Fracture,Iron 2,0.85,"['11.8', '13.8', '4.3']",51.8,5.2,177,0.2,3330
2,Brimstone,controller,Competitive,Fracture,Iron 2,0.86,"['12.3', '14.3', '5.9']",51.3,4.2,184,0.1,2703
3,Sage,sentinel,Competitive,Fracture,Iron 2,0.77,"['10.9', '14.1', '6.3']",51.0,14.1,162,0.1,9095
4,Neon,duelist,Competitive,Fracture,Iron 2,0.89,"['13.4', '15.1', '4.2']",50.9,4.8,197,0.1,3083
5,Breach,initiator,Competitive,Fracture,Iron 2,0.85,"['12.6', '14.8', '5.4']",50.6,2.1,185,0.1,1330
6,Raze,duelist,Competitive,Fracture,Iron 2,0.91,"['13.5', '14.8', '4.8']",50.0,8.3,205,0.1,5307
7,Skye,initiator,Competitive,Fracture,Iron 2,0.81,"['11.5', '14.3', '6.8']",49.5,3.4,174,0.1,2167
8,Fade,initiator,Competitive,Fracture,Iron 2,0.78,"['11.3', '14.4', '5.9']",49.4,5.6,170,0.1,3604
9,Chamber,sentinel,Competitive,Fracture,Iron 2,0.86,"['12.4', '14.4', '3.5']",49.4,2.4,182,0.1,1541
10,Jett,duelist,Competitive,Fracture,Iron 2,0.92,"['13.7', '14.8', '3.9']",49.4,6.0,201,0.1,3885
11,Reyna,duelist,Competitive,Fracture,Iron 2,1.01,"['14.8', '14.7', '4.6']",49.1,11.3,217,0.1,7292
12,Cypher,sentinel,Competitive,Fracture,Iron 2,0.87,"['12.2', '14.1', '4.8']",49.0,2.7,177,0.2,1753
13,Astra,controller,Competitive,Fracture,Iron 2,0.91,"['13', '14.3', '4.1']",48.5,0.6,187,0.1,400
14,Yoru,duelist,Competitive,Fracture,Iron 2,0.85,"['12.5', '14.7', '4.2']",48.5,5.2,183,0.1,3335
15,Sova,initiator,Competitive,Fracture,Iron 2,0.78,"['11.3', '14.5', '4.9']",48.2,4.4,170,0.1,2846
16,Omen,controller,Competitive,Fracture,Iron 2,0.84,"['12.3', '14.7', '4.8']",48.1,5.6,180,0.1,3579
17,Phoenix,duelist,Competitive,Fracture,Iron 2,0.92,"['13.4', '14.6', '4.3']",46.8,5.3,199,0.1,3381
18,Viper,controller,Competitive,Fracture,Iron 2,0.81,"['11.7', '14.4', '4.9']",46.7,4.4,174,0.1,2817
19,KAY/O,initiator,Competitive,Fracture,Iron 2,0.78,"['11.6', '14.8', '7.5']",45.1,3.3,177,0.1,2138
20,Harbor,controller,Competitive,Fracture,Iron 2,0.8,"['11.9', '14.9', '5.1']",44.5,1.1,175,0.1,717
1,Killjoy,sentinel,Competitive,Pearl,Iron 2,0.88,"['11.9', '13.6', '4.4']",53.1,5.1,182,0.2,3292
2,Skye,initiator,Competitive,Pearl,Iron 2,0.81,"['11.6', '14.4', '7.3']",52.4,3.1,173,0.1,2020
3,Phoenix,duelist,Competitive,Pearl,Iron 2,0.93,"['13.4', '14.4', '4.5']",50.6,5.2,200,0.1,3331
4,Reyna,duelist,Competitive,Pearl,Iron 2,1.02,"['14.8', '14.6', '4.6']",50.6,11.3,217,0.1,7271
5,Sage,sentinel,Competitive,Pearl,Iron 2,0.77,"['10.9', '14.2', '6.3']",50.3,14.4,161,0.1,9295
